annee,boite,carburant,departement,kilometrage,prix,titre,ville
2016,Automatique,Essence,31000,52690,38190,MERCEDES CLA 45 AMG 4M 381 CH ORANGE ART - AUTRES DISPO,Toulouse
2015,Automatique,Diesel,6000,157000,68490,MERCEDES CLASSE V 220 CDI LONG EXECUTIVE A,Nice Madeleine
2018,Automatique,Diesel,16430,65990,23990,MERCEDES CLA CLASSE (2) 180 D INSPIRATION 7G-DCT,Champniers
2014,Manuelle,Diesel,22970,84000,21000,MERCEDES CLA 200 SENSATION,Ploumagoar
2015,Manuelle,Diesel,13010,89000,18500,MERCEDES CLA 180 CDI FASCINATION PACK AMG,Marseille
2012,Manuelle,Diesel,62800,148800,10990,MERCEDES CLASSE B 200 CDI PACK FASCINATION / GARANTIE,Liévin
2019,Automatique,Diesel,34500,46000,33900,MERCEDES C220,Béziers
2017,Manuelle,Diesel,42000,74909,19490,MERCEDES CLA CLASSE 180 D INSPIRATION,Saint-Etienne Montreynaud-Molina-le Marais
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2013,Manuelle,Diesel,25000,185000,14000,MERCEDES CLA 200,Besançon
2016,Automatique,Diesel,33140,37000,27999,MERCEDES CLA 220D FASCINATIONS 4MATIC 7G-DCT,Villenave-d'Ornon
2014,Automatique,Essence,22000,110000,34000,MERCEDES CLA 45 AMG 4MATIC 7G-DCT RARE,Saint-Brieuc
2014,Manuelle,Diesel,69800,177892,15499,MERCEDES CLA CLASSE 200 CDI FASCINATION,Saint-Priest
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2007,Automatique,Essence,39200,230,16990,AUDI S8 II 5.2 CHAINE V10 450 QUATTRO + LIGNE,Saint-Claude
2018,Automatique,Diesel,50120,40000,27000,CLA 220D SHOOTING BRAKE SENSATION_SPORT BLACK,Cherbourg-en-Cotentin
2018,Automatique,Essence,59223,58000,29000,MERCEDES CLA 200 7G-DCT FASCINATION,Roncq
2015,Automatique,Essence,67170,133600,16990,MERCEDES CLASSE CLA A180 1.6L 122CV BVA AN06/2015 GARANTIE 1AN,Brumath
2017,Automatique,Diesel,34160,100000,22860,CLA SHOOTING BRAKE 220D 7G-DCT AMG 1°MAIN 07/2017,Beaulieu
2017,Automatique,Essence,57200,57000,41900,CLASSE A 45 AMG 381 CH BAQUETS ECHAPPEMENT PERF 19P 539/MOIS,Sarreguemines
2017,Automatique,Diesel,38360,75900,25990,MERCEDES-BENZ CLASSE CLA 200 CDI FASCINATION PACK AMG 16V 7G-DCT 136CV BOÎTE AUTO,Sassenage
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2018,Automatique,Diesel,13127,40000,19990,MERCEDES CLASSE B 180D 7G-DCT INSPIRATION / BLUETOOTH / START AND STOP / GPS / CLIM,Vitrolles
2017,Manuelle,Diesel,38640,99568,19990,MERCEDES CLASSE CLA SHOOTING BREAK 200 D SENSATION / 1ÈRE MAIN / LED / TOIT OUVRANT,Claix
2018,Automatique,Essence,6400,13000,22490,MERCEDES CLA CLASSE SHOOTING BRAKE 180 TVA,Cannes
2017,Automatique,Essence,75016,64774,38400,MERCEDES CLA 45 AMG SHOOTING BRAKE 381 CH,Paris
2014,Automatique,Diesel,63170,123000,20990,MERCEDES CLA CLASSE 220 D FASCINATION 4MATIC AMG,Aubière
2015,Automatique,Essence,35600,76200,26990,MERCEDES CLA CLASSE 250 4MATIC FASCINATION 7-G DCT A,Redon
2020,Automatique,Diesel,69006,31304,35580,MERCEDES-BENZ CLA 220D AMG PROGRESSIVE,Lyon 6e Arrondissement
2016,Automatique,Diesel,69006,72648,25000,MERCEDES-BENZ CLA 220D SB AMG FASCINATION,Lyon 6e Arrondissement
2015,Automatique,Essence,6400,166000,17990,MERCEDES CLA CLASSE 200 FASCINATION 7-G DCT A,Cannes Pointe-Croisette
2016,Automatique,Diesel,38670,55000,23800,CLASSE A 200 FASCINATION,Chasse-sur-Rhône
2016,Automatique,Essence,42000,88000,62000,MERCEDES-BENZ (205) COUPÉ 63 S AMG 7G-SPEEDSHIFT PERFORMANCE 510CV,Saint-Etienne
2015,Manuelle,Essence,79000,81435,4900,MERCEDES CLA CLASSE A160 S/S INTUITION,Niort
2018,Automatique,Diesel,86440,54842,25990,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D 7-G DCT SENSATION,Migné-Auxances
2009,Automatique,Diesel,87000,160900,10990,MERCEDES-BENZ CLASSE E 220 2.1 CDI 16V BLUEEFFICIENCY 170 CV BOÎTE AUTO AVANTGARDE,Limoges
2018,Automatique,Diesel,13200,61192,29900,MERCEDES CLA CLASSE 220 D 7G-DCT FASCINATION,Arles
2017,Automatique,Diesel,20239,91500,20500,CLA SHOOTING BRAKE,Rutali
2019,Automatique,Essence,63700,42959,38000,VENDS CLA 200 D,Saint-Eloy-les-Mines
2020,Automatique,Diesel,13012,10000,28990,MERCEDES BENZ CLASSE A 180D AMG LINE 7G-DCT / 2020 / 10.000KMS,Marseille 12e Arrondissement
2013,Automatique,Essence,74160,161000,23990,MERCEDES CLA 250 PACK AMG 211 CV 7G-DCT - GARANTIE 6 MOIS,Beaumont
2016,Automatique,Diesel,59282,53000,24990,MERCEDES CLASSE CLA 200 D 136CH BVA FASCINATION PACK AMG / TOIT OUVRANT / CAMERA / PARK ASSIST,Douchy-les-Mines
2013,Manuelle,Essence,6250,80000,24000,MERCEDES CLA 180 URBAN SPORT PACK AMG,Mougins
2016,Manuelle,Diesel,59282,63900,23990,MERCEDES CLA 200 D 136CH FASCINATION PACK AMG / TOIT OUVRANT / GPS / PARK ASSIST,Douchy-les-Mines
2019,Automatique,Essence,93340,30600,41490,MERCEDES CLA CLASSE 200 AMG LINE 7G-DCT FULL,Le Raincy
2015,Automatique,Diesel,13011,82000,23490,MERCEDES CLA CLASSE SHOOTING BRAKE 220 D 7-G DCT FASCINATION,Marseille
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2017,Automatique,Diesel,92100,36000,27900,CLA SHOPPING BREAK FASCINATION PACK AMG 200 D,Boulogne-Billancourt
2015,Manuelle,Diesel,93140,125000,18490,MERCEDES CLA CLASSE 200 D FASCINATION SIÈGE SPORT,Bondy
2019,Automatique,Diesel,2300,27000,38500,MERCEDES CLA 200 AMG PACK BLACK 2019 GARANTIE MERCEDES,Chauny
2018,Automatique,Essence,75005,83000,21590,BMW 120I F20 PACK M 184CH GARANTIE BMW 12 MOIS,Paris 5e Arrondissement
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2016,Automatique,Essence,75005,59000,28390,GOLF VII R DSG 300 CH APPLE CARPLAY,Paris 5e Arrondissement
2014,Automatique,Diesel,14330,135894,19990,MERCEDES CLASSE CLA 220 CDI SENSATION 7-DCT,Le Molay-Littry
2013,Automatique,Diesel,59690,71766,23390,MERCEDES CABRIOLET E220 CDI 163 PACK AMG 7G-TRONIC / 71766KM 2013 1ÈRE MAIN CARNET / PARFAIT ETAT,Vieux-Condé
2017,Automatique,Essence,31000,38217,22890,MERCEDES CLASSE A 180 FASCINATION AMG - AUTRES MODÈLES DISPO,Toulouse
2016,Manuelle,Diesel,59126,55000,19900,CLA,Linselles
2015,Automatique,Diesel,38400,106827,19790,MERCEDES CLA CLASSE 220 CDI SENSATION 7-G DCT A,Saint-Martin-d'Hères
2017,Automatique,Essence,6800,45500,23990,MERCEDES CLA CLASSE 200 7-G DCT SENSATION (TBE),Cagnes-sur-Mer
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2015,Automatique,Diesel,83000,82000,19000,MERCEDES A 200 AMG,Toulon
2014,Manuelle,Diesel,13600,50000,17990,MERCEDES CLASSE CLA 200 CDI 136 CV INSPIRATION / 54 000 KMS / GPS / CAMERA / SEMI-CUIR,La Ciotat
2015,Automatique,Essence,35890,42000,18650,MERCEDES CLASSE CLA 180 INSPIRATION 7-G DCT A (6 CV),Laillé
2008,Manuelle,Diesel,59111,140000,4300,MERCEDES CLA 118 CDI,Bouchain
2019,Automatique,Essence,77173,16999,34989,MERCEDES CLA CLASSE SHOOTING BRAKE 200 7G-DCT AMG,Chevry-Cossigny
2016,Automatique,Diesel,29860,19424,22490,MERCEDES CLA CLASSE SHOOTING BRAKE 180 D 7-G DCT INSPIRATION,Kersaint-Plabennec
2017,Automatique,Diesel,68290,41000,27700,MERCEDES CLA SHOOTING BRAKE 220 FASCINATION,Masevaux-Niederbruck
2015,Manuelle,Diesel,16430,63434,18490,MERCEDES CLA CLASSE 180 CDI INSPIRATION,Champniers
2019,Automatique,Essence,36100,22300,32000,MERCEDES CLA (2) 200 9 CV SENSATION 7G-DCT,Issoudun
2017,Automatique,Diesel,34670,86000,23990,MERCEDES CLA 220D 177CV SHOOTING BREAK AMG LINE,Baillargues
2016,Automatique,Essence,12000,61000,36390,MERCEDES CLA CLASSE 45 AMG 381CH,Rodez
2020,Automatique,Essence,31000,16737,43390,MERCEDES CLA 250 AMG LINE 224 CH - TOIT OUVRANT,Toulouse
2015,Automatique,Diesel,68790,90000,23900,CLA 220D 4 MATTIC PACK AMG,Morschwiller-le-Bas
2019,Manuelle,Essence,13001,41500,29900,MERCEDES-BENZ CLA 180 AMG PACK,Marseille
2016,Automatique,Diesel,62100,155000,16600,MERCEDES CLA CLASSE COUPE 200 CDI 135 BUSINESS EXECUTIVE BVA,Calais
2016,Automatique,Essence,67600,85000,35000,CLASSE CLA 45 AMG SHOOTING BRAKE 4MATIC,Sélestat
2016,Automatique,Diesel,77000,97000,21000,MERCEDES CLA 220,Melun
2019,Automatique,Essence,31000,34726,32290,MERCEDES A 200 AMG LINE PACK NIGHT 163 CH,Toulouse
2019,Automatique,Essence,31000,41030,30890,MERCEDES A 200 AMG LINE 7G 163 CH - AUTRES DISPO,Toulouse
2021,Automatique,Essence,75016,50,37990,MERCEDES A 200 AMG LINE 163 CH - BLANC DIGITAL - 50 KM - TOIT PANO,Paris
2018,Automatique,Diesel,86440,72024,25690,MERCEDES CLA CLASSE SHOOTING BRAKE BUSINESS 200 D 7G-DCT EDITION BUSINESS EDITION,Migné-Auxances
2020,Automatique,Diesel,16300,20400,39900,MERCEDES CLASSE CLA 220 D AMG LINE,Barbezieux-Saint-Hilaire
2015,Automatique,Essence,35600,51400,21390,MERCEDES CLA CLASSE SHOOTING BRAKE 180 SENSATION 7-G DCT A,Redon
2013,Automatique,Diesel,29200,64000,19990,MERCEDES CLA CLASSE COUPÉ 200 1.8 CDI TURBO REPROG 180CV GARANTIE 6 MOIS,Brest
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2020,Automatique,Essence,31000,14900,34890,MERCEDES CLA 180 AMG LINE TOIT OUVRANT - AUTRES DISPO,Toulouse
2016,Automatique,Diesel,78100,63500,27990,MERCEDES CLA CLASSE SHOOTING BRAKE 220 FASCINATION,Saint-Germain-en-Laye
2014,Manuelle,Diesel,34000,95000,17500,VEND MERCEDES CLASSE CLA,Montpellier
2014,Manuelle,Diesel,33160,145500,12990,MERCEDES-BENZ CLASSE B II (W246) 180 CDI PACK AMG,Saint-Médard-en-Jalles
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2015,Automatique,Diesel,33380,119900,19900,MERCEDES CLA 220,Mios
2015,Manuelle,Diesel,91380,170000,14490,MERCEDES CLASSE CLA COUPE 180 CDI 110 SENSATION,Chilly-Mazarin
2017,Automatique,Essence,69006,54500,24589,MERCEDES-BENZ CLA 180 COUPÉ URBAN SENSATION,Lyon 6e Arrondissement
2020,Automatique,Essence,69006,11000,31090,MERCEDES-BENZ CLA180 SB PROGRESSIVE,Lyon 6e Arrondissement
2014,Automatique,Essence,75005,75000,20378,GOLF 7 GTI DSG PREMIÈRE MAIN GARANTIE VOLKSWAGEN,Paris 5e Arrondissement
2013,Automatique,Diesel,69220,130000,19500,MERCEDES CLA220 170CH EN PARFAIT ÉTAT ET TRÉS BIEN ÉQUIPÉ,Belleville-en-Beaujolais
2021,Automatique,Diesel,63100,7900,46900,MERCEDES-BENZ CLA 200 D AMG / NIGHT / TOIT OUVRANT,Clermont-Ferrand Herbet-Saint-Jean-Brézet
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2019,Automatique,Essence,31000,9000,35890,MERCEDES CLA 180 AMG LINE TOIT OUVRANT - AUTRES DISPO,Toulouse
2019,Automatique,Diesel,69006,56175,29570,MERCEDES-BENZ CLA 200D COUPÉ AMG FASCINATION,Lyon 6e Arrondissement
2017,Automatique,Diesel,75015,29302,30490,MERCEDES CLA CLASSE 220 D 7-G DCT FASCINATION,Paris 15e Arrondissement
2020,Automatique,Essence,44000,14000,45990,MERCEDES CLA CLASSE SHOOTING BRAKE 200 163CH AM...,Nantes
2021,Automatique,Diesel,34500,13500,35490,MERCEDES CLASSE A IV 200 D AMG LINE 8G-DCT (PACK PREMIUM PLUS / PACK SPORT BLACK) 200D,Béziers
2015,Automatique,Diesel,50300,97300,18990,MERCEDES CLA SHOOTING BREAK 200 CDI 7G-DCT INSPIRATION,Marcey-les-Grèves
2017,Automatique,Diesel,33370,105000,23990,MERCEDES-BENZ CLASSE CLA PHASE 2 CLA 200 CDI 7G-DCT 136 CV BOÎTE AUTO,Artigues-près-Bordeaux
2015,Manuelle,Diesel,62100,18990,18990,MERCEDES CLASSE CLA 200 D BUSINESS DIESEL GARANTIE 12 MOIS,Calais
2020,Automatique,Diesel,26240,22000,41990,MERCEDES-BENZ CLA SHOOTING BRAKE 220 D 190 CH AMG LINE,Laveyron La Croix des Mailles
2018,Automatique,Essence,13880,70500,26990,MERCEDES-BENZ CLA 200 FASCINATION PACK AMG 156CV *1ERE MAIN FRANCAISE,Velaux
2014,Automatique,Diesel,4180,244000,13500,MERCEDES CLA CLASSE 220 CDI 7-G RÉVISÉE ET GARANTIE,Villeneuve
2017,Automatique,Diesel,93210,54200,27800,CLA 220D FASCINATION PACK AMG,Saint-Denis La Plaine Saint-Denis
2014,Automatique,Essence,45110,43000,39990,MERCEDES CLA CLASSE 45 AMG PERFORMANCE EDITION ONE,Saint-Martin-d'Abbat
2014,Automatique,Diesel,66530,124600,17499,CLASSE CLA 220 CDI SENSATION 7-G DCT A,Claira
2016,Manuelle,Essence,69006,83621,19900,MERCEDES-BENZ CLASSE A 180 AMG FASCINATION,Lyon 6e Arrondissement
2014,Manuelle,Diesel,76530,141000,16950,MERCEDES CLA 180,Moulineaux
2014,Automatique,Essence,6000,78000,34990,MERCEDES CLA CLASSE 45 AMG 4MATIC SPEEDSHIFT DCT A,Nice Madeleine
2015,Manuelle,Diesel,91300,170000,13800,MERCEDES CLASSE CLA 180,Massy
2017,Automatique,Diesel,68200,61000,21500,MERCEDES BENZ CLA 200D,Mulhouse
2014,Automatique,Essence,63170,85000,19990,MERCEDES CLA CLASSE 200 DCT 156 CH SENSATION PLUS,Aubière
2019,Automatique,Essence,69006,79998,39490,MERCEDES-BENZ GLC250 AMG FASCINATION,Lyon 6e Arrondissement
2014,Manuelle,Diesel,30000,129220,19850,MERCEDES CLA 200 PACK AMG,Nîmes
2013,Automatique,Diesel,3000,136000,17800,MERCEDES CLA 220,Moulins
2014,Manuelle,Diesel,29200,97000,19500,SUPERBE MERCEDES CLA CLASSE 200 CDI,Brest
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2004,Automatique,Diesel,75015,154804,2800,MERCEDES CLASSE C,Paris 15e Arrondissement
2019,Automatique,Essence,75005,38000,25770,MINI COOPER S 5 PORTES LCI 192CH APPLE CARPLAY GARANTIE MINI 12 MOIS,Paris 5e Arrondissement
2014,Manuelle,Diesel,78800,77000,16500,MERCEDES CLA 200 CDI BUSINESS,Houilles
2013,Automatique,Diesel,92250,90000,14200,MERCEDES CLASSE C 220 CDI 170CH,La Garenne-Colombes
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2019,Automatique,Diesel,74300,40900,32900,MERCEDES-BENZ CLA 2019,Cluses
2017,Automatique,Diesel,91160,101127,17990,MERCEDES CLA CLASSE SHOOTING BRAKE BUSINESS 180 D 7-G DCT A,Ballainvilliers
2011,Automatique,Diesel,64000,145000,19500,MERCEDES-BENZ CLASSE CLS 350 CDI BLUEEFFICIENCY,Pau
2019,Automatique,Essence,31000,25510,43690,MERCEDES CLA 250 4M AMG LINE 224 CH - EDITION ONE 1,Toulouse
2018,Automatique,Diesel,30620,55500,24900,MERCEDES CLA CLASSE 180 D 7-G DCT FASCINATION,Bernis
2015,Automatique,Diesel,87200,64817,23900,MERCEDES CLA CLASSE SHOOTING BRAKE 200 CDI FASCINATION 7-G DCT A,Saint-Junien
2017,Automatique,Diesel,69800,126305,23990,MERCEDES CLA CLASSE 200 D FASCINATION,Saint-Priest
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2018,Automatique,Diesel,64000,52000,27500,CLA 220D SHOOTING BRAKE OU ÉCHANGE CLASSE A,Pau
2014,Automatique,Essence,6400,78000,35490,MERCEDES CLA CLASSE 45 AMG 4MATIC SPEEDSHIFT DCT A,Cannes Pointe-Croisette
2013,Manuelle,Essence,93500,132000,18100,MERCEDES CLASSE CLA 180 - FULL-OPTION - PACK AMG - ETHANOL - STAGE 1,Pantin
2015,Automatique,Diesel,31700,131000,17999,MERCEDES CLA 200 PACK AMG,Blagnac
2019,Automatique,Essence,31000,12597,35990,MERCEDES CLA 220 AMG LINE 190 CH - AUTRES DISPO,Toulouse
2020,Automatique,Essence,31000,9373,34290,MERCEDES CLA 180 AMG LINE 136 CH PACK NIGHT,Toulouse
2020,Automatique,Essence,31000,24700,32990,MERCEDES CLA 180 AMG LINE 136 CH - AUTRES MODÈLES DISPO,Toulouse
2019,Automatique,Essence,31000,20590,36990,MERCEDES CLA 250 AMG LINE SHOOTING BRAKE - DIVERS DISPO,Toulouse
2016,Automatique,Diesel,57200,77900,27990,CLASSE A 220D 7G-DCT AMG TO GPS LED HARMAN CAMERA 339/MOIS,Sarreguemines
2014,Manuelle,Diesel,84000,76000,17990,MERCEDES CLASSE CLA 200 CDI SENSATION,Avignon
2015,Automatique,Diesel,13200,210000,19000,CLA 200CDI 4MATIC,Arles
annee,boite,carburant,departement,kilometrage,prix,site,titre,ville
1986,Manuelle,Essence,33000,116000,4990,leboncoin,RENAULT 4L 1986 JANTES ALPINE CT OK URGENT,Bordeaux
2014,Manuelle,Diesel,33000,97000,12990,leboncoin,AUDI A3 110CH 97 000KM 2015 PEINTURE NEUVE GPS XÉNON… REPRISE POSSIBLE,Bordeaux
2019,Automatique,Diesel,33500,52500,25489,leboncoin,"MERCEDES CLA (2) SHOOTING BRAKE 200 D 136 CH SENSATION 7G-DCT ""GARANTIE 6 MOIS""",Libourne
2008,Manuelle,Diesel,39200,165,11990,leboncoin,AUDI TT II 2.0 TDI 170 QUATTRO LUXE 165000 4X4,Saint-Claude
2021,Automatique,Hybride,91700,11000,41990,leboncoin,MERCEDES CLASSE A BERLINE 250 E AMG LINE 8G-DCT 160+102 CV ORIGINE FRANCE,Sainte-Geneviève-des-Bois
2015,Automatique,Diesel,45000,84000,23500,leboncoin,MERCEDES CLA SHOOTING BRAKE 220CDI,Orléans
2016,Automatique,Diesel,73460,60000,23990,leboncoin,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2005,Automatique,Essence,13200,139000,39900,leboncoin,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2018,Automatique,Essence,57175,35000,28900,leboncoin,MERCEDES-BENZ CLASSE CLA 200 163CH FASCINATION 7G-DCT,Gandrange
2015,Automatique,Diesel,59890,83783,26990,leboncoin,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2016,Automatique,Diesel,8200,80000,18500,leboncoin,MERCEDES CLASSE B FASCINATION,Sedan
2018,Automatique,Essence,33530,37946,28808,leboncoin,MERCEDES CLA CLASSE SHOOTING BRAKE 200 7-G DCT A WHITE ART EDITION,Bassens
2020,Automatique,Essence,78310,4505,28490,leboncoin,MERCEDES CLA B CLASSE 180 7G-DCT  PROGRESSIVE LINE,Maurepas
2014,Manuelle,Essence,78260,92500,22490,leboncoin,MERCEDES-BENZ CLASSE CLA FASCINATION COUPÉ 200 1.6 I 16V TURBO 156 CV - PACK AMG,Achères
2005,Automatique,Essence,13200,139000,39900,leboncoin,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2004,Manuelle,Essence,56680,96000,17750,leboncoin,NISSAN 350Z FAIBLE KILOMÉTRAGE,Plouhinec
2015,Automatique,Diesel,49300,95890,21490,leboncoin,MERCEDES CLA CLASSE SHOOTING BRAKE 200D 2.2 136 BVA SPECIAL EDITION,Cholet
2015,Automatique,Diesel,95440,111096,19990,leboncoin,MERCEDES CLA CLASSE 220,Ecouen
2019,Automatique,Essence,91620,22900,34900,leboncoin,MERCEDES CLA CLASSE COUPE COUPÉ 200 7G-DCT AMG LINE,La Ville-du-Bois
2016,Automatique,Essence,62360,41386,40990,leboncoin,MERCEDES CLA 45AMG 381 CV 4MATIC BVA GPS ( LAURENT AUTO),Saint-Léonard
2017,Automatique,Diesel,80136,125610,22990,leboncoin,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D BUSINESS EXECUTIVE EDITION 7G-DCT,Rivery
2017,Automatique,Diesel,66330,52000,23990,leboncoin,MERCEDES CLA CLASSE 180,Cabestany
2013,Automatique,Essence,86000,70000,26990,leboncoin,MERCEDES CLA CLASSE 250I 211 AMG 7G-DCT 70200KM,Poitiers
2018,Automatique,Essence,57525,37946,28808,leboncoin,MERCEDES CLA CLASSE SHOOTING BRAKE 200 7-G DCT A WHITE ART EDITION,Talange
2018,Manuelle,Diesel,92300,20300,26830,leboncoin,MERCEDES CLA CLASSE SHOOTING BRAKE 200 CDI 135 BUSINESS EXECUTIVE,Levallois-Perret
2019,Automatique,Essence,24100,16000,58900,leboncoin,MERCEDES CLA 35 AMG 306 CH 4 MATIC BVA 16000KM ORIGINE FRANCE,Bergerac
2014,Automatique,Diesel,59690,112249,18290,leboncoin,MERCEDES CLASSE CLA 200 CDI 136 7G-TRONIC / 1ÈRE MAIN / GPS CUIR RÉGULATEUR / PARFAIT ETAT,Vieux-Condé
2017,Automatique,Diesel,37700,17000,32990,leboncoin,MERCEDES CLA 220 D 4MATIC FASCINATION 177CH GRIS MAT,Saint-Pierre-des-Corps
2015,Automatique,Diesel,35400,109000,18800,leboncoin,MERCEDES CLASSE CLA SCHOUTING BRAKE 2015 BOÎTE AUTOMATIQUE 7G DCT,Saint-Malo
2016,Automatique,Diesel,29460,90000,22000,leboncoin,MERCEDES CLA 220D,Hôpital-Camfrout
2015,Manuelle,Diesel,39200,63000,10990,leboncoin,RENAULT CLIO 1.5 DCI 90 INTENS 63000 2016 1°MAIN,Saint-Claude
2018,Automatique,Diesel,80136,58030,25990,leboncoin,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D BUSINESS EDITION 7G-DCT EURO6C,Rivery
2018,Automatique,Diesel,1000,87500,25890,leboncoin,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D 7G-DCT FASCINATION,Bourg-en-Bresse
